Service_Name (filename2),provider_name (filename1),Physical_Address (filename2),formatted_address (filename1),residential_places (filename2),residential_places (filename1)
Ananda Aged Care Findon,Ananda Aged Care Findon,"2 Malken WAY, FINDON, SA, 5023","2 Malken Way, Findon SA 5023, Australia",69,69
Sandown Apartments,Sandown Apartments,"Southerwood DRIVE, SANDY BAY, TAS, 7005","Southerwood Dr, Sandy Bay TAS 7005, Australia",69,69
Ainslie Low Head,Ainslie Low Head,"196-244 Low Head ROAD, LOW HEAD, TAS, 7253","196-224 Low Head Rd, Low Head TAS 7253, Australia",69,69
BaptistCare Cooinda Court,BaptistCare Cooinda Court,"159 Balaclava ROAD, MACQUARIE PARK, NSW, 2113","159 Balaclava Rd, Macquarie Park NSW 2113, Australia",68,68
Albert Moore Gardens,Albert Moore Gardens,"10 Short STREET, MERIMBULA, NSW, 2548","10 Short St, Merimbula NSW 2548, Australia",68,68
Catholic Healthcare The Sister Anne Court Aged Care,Catholic Healthcare The Sister Anne Court Aged Care,"180 Albion STREET, DARLINGHURST, NSW, 2010","Sister Anne Court, 180 Albion St, Surry Hills NSW 2010, Australia",68,68
Inasmuch Community Hostel,Inasmuch Community Hostel,"18 Iverison ROAD, SUSSEX INLET, NSW, 2540","18 Iverison Rd, Sussex Inlet NSW 2540, Australia",68,68
Heritage Illawong,Heritage Care Illawong,"351 Fowler ROAD, ILLAWONG, NSW, 2234","351 Fowler Rd, Illawong NSW 2234, Australia",68,68
Annandale Grove Care Community,Annandale Grove Care Community,"76 Johnston STREET, ANNANDALE, NSW, 2038","Annandale Nursing Home, 76 Johnston St, Annandale NSW 2038, Australia",68,68
Eloura,Eloura,"10 Tebbutt STREET, QUIRINDI, NSW, 2343","Eloura, 10 Tebbutt St, Quirindi NSW 2343, Australia",68,68
BaptistCare Carey Gardens Centre,BaptistCare Carey Gardens Centre,"111 Carnegie CRESCENT, RED HILL, ACT, 2603","Carey Gardens, 111 Carnegie Cres, Red Hill ACT 2603, Australia",68,68
Fairview Inc,Fairview Inc,"30 Sargeant STREET, WARRAGUL, VIC, 3820","Fairview Village, 30 Sargeant St, Warragul VIC 3820, Australia",68,68
Uniting AgeWell Noble Park,Uniting AgeWell Noble Park,"1312 Heatherton ROAD, NOBLE PARK, VIC, 3174","1312 Heatherton Rd, Noble Park VIC 3174, Australia",68,68
Elizabeth Gardens Burwood,Elizabeth Gardens Burwood,"2 Elizabeth STREET, BURWOOD, VIC, 3125","2 Elizabeth St, Burwood VIC 3125, Australia",68,68
Sinnamon Village - Kentish Court,Sinnamon Village - Kentish Court,"620 Seventeen Mile Rocks ROAD, SINNAMON PARK, QLD, 4073","Sinnamon Village, 620 Seventeen Mile Rocks Rd, Sinnamon Park QLD 4073, Australia",68,68
Regis Maroochydore,Regis Maroochydore,"33 Allora DRIVE, MAROOCHYDORE, QLD, 4558","Allora Lodge, 33 Allora Dr, Maroochydore QLD 4558, Australia",68,68
Bupa Enfield,Bupa Enfield,"5 Bradford COURT, ENFIELD, SA, 5085","5 Bradford Ct, Enfield SA 5085, Australia",68,68
Old Timers,Old Timers,"446 Stuart HIGHWAY, BRAITLING, NT, 0870","446 Stuart Hwy, Kilgariff NT 0873, Australia",68,68
Baptistcare Graceford,Baptistcare Graceford,"18 Turner ROAD, BYFORD, WA, 6122","18 Turner Rd, Byford WA 6122, Australia",68,68
Regis Como,Regis Como,"36 Talbot AVENUE, COMO, WA, 6152","36 Talbot Ave, Como WA 6152, Australia",68,68
Uniting AgeWell Strathdevon,Uniting AgeWell Strathdevon,"37 Moriarty ROAD, LATROBE, TAS, 7307","Strathdevon Nursing Home, 37 Moriarty Rd, Latrobe TAS 7307, Australia",68,68
Estia Health Plenty Valley,Estia Health Plenty Valley,"806 Plenty ROAD, SOUTH MORANG, VIC, 3752","806 Plenty Rd, South Morang VIC 3752, Australia",68,68
Boandik St Mary's,Boandik St Mary's,"71 Boandik TERRACE, MOUNT GAMBIER, SA, 5290","71 Boandik Terrace, Mount Gambier SA 5290, Australia",68,68
Jonathan Rogers GC House,Jonathan Rogers GC House,"124 Wallace STREET, NOWRA, NSW, 2541","Dumaresq Village, 124 Wallace St, Nowra NSW 2541, Australia",68,68
Australian Vietnamese Aged Care Services,Australian Vietnamese Aged Care Services,"783-785 The Horsley DRIVE, SMITHFIELD, NSW, 2164","785 The Horsley Dr, Smithfield NSW 2164, Australia",68,68
Sienna Grange Aged Care,Sienna Grange Aged Care,"32 John Oxley DRIVE, PORT MACQUARIE, NSW, 2444","32 John Oxley Dr, Port Macquarie NSW 2444, Australia",68,68
Presbyterian Aged Care - Thornleigh,ANHF Thornleigh Nursing Home,"3 Hillmont AVENUE, THORNLEIGH, NSW, 2120","Ashleigh Lodge, 3 Hillmont Ave, Thornleigh NSW 2120, Australia",67,67
Mountain View Aged Care Plus Centre,Mountain View Aged Care Plus Centre,"27 Leahy CLOSE, NARRABUNDAH, ACT, 2604","Mountain View Aged Persons Units, 301 Goyder St, Narrabundah ACT 2604, Australia",67,67
Benetas St Laurence Court - Eaglehawk,Benetas St Laurence Court - Eaglehawk,"112 UPPER CALIFORNIA GULLY ROAD, CALIFORNIA GULLY, VIC, 3556","112 Upper California Gully Rd, California Gully VIC 3556, Australia",67,67
mecwacare O'Mara House,mecwacare O'Mara House,"15 Hunter ROAD, TRARALGON, VIC, 3844","15 Hunter Rd, Traralgon VIC 3844, Australia",67,67
St Joseph's House,St Joseph's House,"22 Norman STREET, PORT PIRIE, SA, 5540","22 Norman St, Port Pirie SA 5540, Australia",67,67
Mercy Place Lathlain,Mercy Place Lathlain,"63 Archer STREET, CARLISLE, WA, 6101","Lathlain Care Facility, 63 Archer St, Carlisle WA 6101, Australia",67,67
Uniting AgeWell Aldersgate,Uniting AgeWell Aldersgate,"12-22 Hobart ROAD, KINGS MEADOWS, TAS, 7249","12-22 Hobart Rd, Kings Meadows TAS 7249, Australia",67,67
Emmerton Park Aged Care Facility,Emmerton Park Aged Care Facility,"2-12 Senior DRIVE, SMITHTON, TAS, 7330","Emmerton Park Aged Care, 2-12 Senior Dr, Smithton TAS 7330, Australia",67,67
Blue Hills Manor,Blue Hills Manor,"25 Tulich AVENUE, PRESTONS, NSW, 2170","25-27 Tulich Ave, Prestons NSW 2170, Australia",67,67
Arcare Parkview Malvern East,Arcare Parkview Malvern East,"1287-1291 Dandenong ROAD, MALVERN EAST, VIC, 3145","1287 Dandenong Rd, Malvern East VIC 3145, Australia",67,67
Borella House,Borella House,"333 Borella ROAD, ALBURY, NSW, 2640","333 Borella Rd, Albury NSW 2640, Australia",66,66
Woolgoolga Aged Care Centre,Woolgoolga Aged Care Centre,"49 High STREET, WOOLGOOLGA, NSW, 2456","49 High St, Woolgoolga NSW 2456, Australia",66,66
Cedar Place Aged Care Facility,Cedar Place Aged Care Facility,"58 Cochrane STREET, KEMPSEY, NSW, 2440","58 Cochrane St, Kempsey NSW 2440, Australia",66,66
Charingfield,Charingfield,"282a Bronte ROAD, WAVERLEY, NSW, 2024","282A Bronte Rd, Waverley NSW 2024, Australia",66,66
Bolton Clarke Bass Hill,Bolton Clarke Bass Hill,"119 Robertson ROAD, BASS HILL, NSW, 2197","Aged Care, 119 Robertson Rd, Bass Hill NSW 2197, Australia",66,66
Bupa Armidale,Bupa Armidale,"112 Brown STREET, ARMIDALE, NSW, 2350","112 Brown St, Armidale NSW 2350, Australia",66,66
Narrandera Homestead Care Community,Narrandera Homestead Care Community,"54 Lethbridge DRIVE, NARRANDERA, NSW, 2700","54 Lethbridge Dr, Narrandera NSW 2700, Australia",66,66
Patrick Bugden VC Gardens,Patrick Bugden VC Gardens,"184 Broken Head ROAD, SUFFOLK PARK, NSW, 2481","184 Broken Head Rd, Suffolk Park NSW 2481, Australia",66,66
Regis Rose Bay,Regis Rose Bay,"84 Newcastle STREET, ROSE BAY, NSW, 2029","84 Newcastle St, Rose Bay NSW 2029, Australia",66,66
Violet Town Bush Nursing Centre,Violet Town Bush Nursing Centre,"48 COWSLIP STREET, VIOLET TOWN, VIC, 3669","46 Cowslip St, Violet Town VIC 3669, Australia",66,66
Illoura - Residential Aged Care,Illoura - Residential Aged Care,"32-50 College STREET, WANGARATTA, VIC, 3677","32-50 College St, Wangaratta VIC 3677, Australia",66,66
Southern Cross Care Chinchilla - Illoura Village,Southern Cross Care Chinchilla - Illoura Village,"22-30 Zeller STREET, CHINCHILLA, QLD, 4413","24-30 Zeller St, Chinchilla QLD 4413, Australia",66,66
Wheller Gardens - St Marks House,Wheller Gardens - St Marks House,"930 Gympie ROAD, CHERMSIDE, QLD, 4032","930 Gympie Rd, Chermside QLD 4032, Australia",66,66
Capricorn Adventist Retirement Village,Capricorn Adventist Retirement Village,"150 ROCKHAMPTON ROAD, YEPPOON, QLD, 4703","150 Rockhampton Rd, Yeppoon QLD 4703, Australia",66,66
Juniper Ella Williams,Juniper Ella Williams,"77 Camboon ROAD, NORANDA, WA, 6062","77 Camboon Rd, Noranda WA 6062, Australia",66,66
Toosey Aged and Community Care,Toosey Aged and Community Care,"10 Archer STREET, LONGFORD, TAS, 7301","10 Archer St, Longford TAS 7301, Australia",66,66
Hugh Cunningham Gardens,Hugh Cunningham Gardens,"2B Tura Beach DRIVE, TURA BEACH, NSW, 2548","Mariner Park Village, 2B Tura Beach Dr, Tura Beach NSW 2548, Australia",66,66
Blue Care Capricorn Aged Care Facility,Blue Care Capricorn Aged Care Facility,"26 Magpie AVENUE, YEPPOON, QLD, 4703","21/26 Magpie Ave, Yeppoon QLD 4703, Australia",66,66
Anglican Care Warnervale Gardens,Anglican Care Warnervale Gardens,"171 Mataram ROAD, WOONGARRAH, NSW, 2259","Warnervale Gardens Hostel, 171 Mataram Rd, Woongarrah NSW 2259, Australia",66,66
Hippocrates Aged Care Centre,Hippocrates Aged Care Centre,"30 CREBERT STREET, MAYFIELD EAST, NSW, 2304","30 Crebert St, Mayfield East NSW 2304, Australia",66,66
Presbyterian Aged Care - Minnamurra,Presbyterian Aged Care - Minnamurra,"14-16 Clements STREET, DRUMMOYNE, NSW, 2047","14 Clements St, Drummoyne NSW 2047, Australia",66,66
Lansdowne Gardens,Lansdowne Gardens,"11 Manns AVENUE, NEUTRAL BAY, NSW, 2089","11 Manns Ave, Neutral Bay NSW 2089, Australia",66,66
St Brigid's Green Maroubra,St Brigid's Green Maroubra,"220-230 Maroubra ROAD, MAROUBRA, NSW, 2035","220 Maroubra Rd, Maroubra NSW 2035, Australia",66,66
Columbia Aged Care Services - Oberon Village,Columbia Aged Care Services - Oberon Village,"115 Albion STREET, OBERON, NSW, 2787","115 Albion St, Oberon NSW 2787, Australia",66,66
mecwacare Flora Hill,mecwacare Flora Hill,"64 SOMERVILLE STREET, FLORA HILL, VIC, 3550","Alexandra House, 64 Somerville St, Flora Hill VIC 3550, Australia",66,66
Calvary Muswellbrook Retirement Community,Calvary Muswellbrook Retirement Community,"15 Cassidy AVENUE, MUSWELLBROOK, NSW, 2333","15 Cassidy Ave, Muswellbrook NSW 2333, Australia",65,65
Agris Hutrof House,Agris Hutrof House,"25 Estonian ROAD, THIRLMERE, NSW, 2572","Estonian Village, 25 Estonian Rd, Thirlmere NSW 2572, Australia",65,65
Uniting Mullauna Blacktown,Uniting Mullauna Blacktown,"61 Bungarribee ROAD, BLACKTOWN, NSW, 2148","Mullauna Village, 61 Bungarribee Rd, Blacktown NSW 2148, Australia",65,65
RFBI Cessnock Masonic Village,RFBI Cessnock Masonic Village,"30 A Off West AVENUE, CESSNOCK, NSW, 2325","30A West Ave, Cessnock NSW 2325, Australia",65,65
RFBI Lake Haven Masonic Village,RFBI Lake Haven Masonic Village,"12-16 Christopher CRESCENT, LAKE HAVEN, NSW, 2263","12-16 Christopher Cres, Lake Haven NSW 2263, Australia",65,65
Lara Aged Care,Lara Aged Care,"64 HOSPITAL ROAD, DUNGOG, NSW, 2420","Dungog District Ret Lvng, 64 Hospital Rd, Dungog NSW 2420, Australia",65,65
Mercy Place Mount St Joseph's,Mercy Place Mount St Joseph's,"61 CAMPBELL STREET, YOUNG, NSW, 2594","61 Campbell St, Young NSW 2594, Australia",65,65
Horton House and Warmington Lodge,Horton House and Warmington Lodge,"41 Castor STREET, YASS, NSW, 2582","41 Castor St, Yass NSW 2582, Australia",65,65
Benetas Broughton Hall,Benetas Broughton Hall,"2 Berwick STREET, CAMBERWELL, VIC, 3124","2 Berwick St, Camberwell VIC 3124, Australia",65,65
Mekong Vietnamese Aged Care,Mekong Vietnamese Aged Care,"8 Trott PLACE, KEILOR EAST, VIC, 3033","8 Trott Pl, Keilor East VIC 3033, Australia",65,65
Fairway Bayside Aged Care,Fairway Bayside Aged Care,"195 Bluff ROAD, SANDRINGHAM, VIC, 3191","195 Bluff Rd, Sandringham VIC 3191, Australia",65,65
John Curtin Aged Care,John Curtin Aged Care,"5 Cushing AVENUE, CRESWICK, VIC, 3363","5 Cushing Ave, Creswick VIC 3363, Australia",65,65
Bolton Clarke The Ashley,Bolton Clarke The Ashley,"17-21 Ashley STREET, RESERVOIR, VIC, 3073","17-21 Ashley St, Reservoir VIC 3073, Australia",65,65
Hope Aged Care Sunshine,Hope Aged Care Sunshine,"2 Killara STREET, SUNSHINE WEST, VIC, 3020","2-4 Killara St, Sunshine West VIC 3020, Australia",65,65
Bupa South Morang,Bupa South Morang,"18-22 Mcglynn AVENUE, SOUTH MORANG, VIC, 3752","Bupa South Morang, 18-22 McGlynn Ave, South Morang VIC 3752, Australia",65,65
Sale Gardens Care Community,Sale Gardens Care Community,"12-14 Sale-Maffra ROAD, SALE, VIC, 3850","12 Maffra-Sale Rd, Sale VIC 3850, Australia",65,65
Lutheran Services - Wahroonga,Lutheran Services - Wahroonga,"1 Wahroonga STREET, BILOELA, QLD, 4715","1 Wahroonga St, Biloela QLD 4715, Australia",65,65
Woombye Care,Woombye Care,"26 Redmonds ROAD, WOOMBYE, QLD, 4559","Woombye Retirement Village, 26 Redmonds Rd, West Woombye QLD 4559, Australia",65,65
Jeremiah Donovan House,Jeremiah Donovan House,"138 Lewis ROAD, FORRESTFIELD, WA, 6058","138 Lewis Rd, Forrestfield WA 6058, Australia",65,65
Margaret Hubery House,Margaret Hubery House,"36 Fifth AVENUE, ROSSMOYNE, WA, 6148","36 Fifth Ave, Rossmoyne WA 6148, Australia",65,65
Wanneroo Community Nursing Home,Wanneroo Community Nursing Home,"9 Amos ROAD, WANNEROO, WA, 6065","9 Amos Rd, Wanneroo WA 6065, Australia",65,65
Peninsula Palms Retirement Village,Peninsula Palms Retirement Village,"77 Morris ROAD, ROTHWELL, QLD, 4022","77 Morris Rd, Rothwell QLD 4022, Australia",65,65
Carinity Shalom,Carinity Shalom,"121 MALONEY STREET, KAWANA, QLD, 4701","Baptist Care Shalom, 121 Maloney St, Kawana QLD 4701, Australia",65,65
Regis Brighton,Regis Brighton,"161 Male STREET, BRIGHTON, VIC, 3186","161 Male St, Brighton VIC 3186, Australia",65,65
Banksia Lodge Residential Aged Care Service,Banksia Lodge Residential Aged Care Service,"15 Waranga DRIVE, KIALLA, VIC, 3631","Kialla Gardens Village, 15 Waranga Dr, Kialla VIC 3631, Australia",65,65
St Luke's Green Residential Care,St Luke's Green Residential Care,"43-46 Taylor STREET, WOOLLOONGABBA, QLD, 4102","43 Taylor St, Woolloongabba QLD 4102, Australia",65,65
Bentleys Aged Care,Bentleys Aged Care,"47 Harpin STREET, EAST BENDIGO, VIC, 3550","47 Harpin St, East Bendigo VIC 3550, Australia",65,65
Uniting Autumn Lodge Butler Street,Uniting Autumn Lodge Butler Street,"50 Butler STREET, ARMIDALE, NSW, 2350","50 Butler St, Armidale NSW 2350, Australia",64,64
Catholic Healthcare Emmaus Village,Catholic Healthcare Emmaus Village,"85 Bakers LANE, KEMPS CREEK, NSW, 2178","Emmaus Retirement Village, 85 Bakers Ln, Kemps Creek NSW 2178, Australia",64,64
Peter Sinclair Gardens,Peter Sinclair Gardens,"2 Mirreen STREET, HAWKS NEST, NSW, 2324","2 Mirreen St, Hawks Nest NSW 2324, Australia",64,64
Feros Village Bangalow,Feros Village Bangalow,"4-8 Ballina ROAD, BANGALOW, NSW, 2479","6 Byron Bay Rd, Bangalow NSW 2479, Australia",64,64
Uniting Roberts Lodge Peakhurst,Uniting Roberts Lodge Peakhurst,"168-178 Boundary ROAD, PEAKHURST, NSW, 2210","168-178 Boundary Rd, Peakhurst NSW 2210, Australia",64,64
Werombi Court,Werombi Court,"90 WEROMBI ROAD, GRASMERE, NSW, 2570","90 Werombi Rd, Grasmere NSW 2570, Australia",64,64
Clover Lea Nursing Home,Clover Lea Nursing Home,"14 Claremont ROAD, BURWOOD HEIGHTS, NSW, 2136","Clover Lea Nursing Home, 14 Claremont Rd, Burwood Heights NSW 2136, Australia",64,64
Mona Vale House,Mona Vale House,"27-35 Bassett STREET, MONA VALE, NSW, 2103","27 Bassett St, Mona Vale NSW 2103, Australia",64,64
The Whiddon Group - Casino,Whiddon Casino,"11 GITANA STREET, CASINO, NSW, 2470","11 Gitana St, Casino NSW 2470, Australia",64,64
Willowbrae-Templestowe Hostel,Willowbrae-Templestowe Hostel,"81-85 Porter STREET, TEMPLESTOWE, VIC, 3106","81-85 Porter St, Templestowe VIC 3106, Australia",64,64
St Vincent's Care Services Eltham - Willandra Lodge,St Vincent's Care Services Eltham - Willandra Lodg,"43 Diamond STREET, ELTHAM, VIC, 3095","Eltham Retirement Centre, 43 Diamond St, Eltham VIC 3095, Australia",64,64
BlueCross The Mews,Camberwell Mews Care Community,"2a Warburton ROAD, CAMBERWELL EAST, VIC, 3126","2 Warburton Rd, Camberwell VIC 3124, Australia",64,64
Village Baxter - Manor,Village Baxter - Manor,"8 Robinsons ROAD, FRANKSTON SOUTH, VIC, 3199","Village Baxter I L U, 8 Robinsons Rd, Frankston South VIC 3199, Australia",64,64
Anglicare SQ St John's Home for Aged Men,Anglicare SQ St John's Home for Aged Men,"11 Exmouth STREET, TOOWONG, QLD, 4066","1 Exmouth St, Toowong QLD 4066, Australia",64,64
Blue Care Mareeba Aged Care Facility,Blue Care Mareeba Aged Care Facility,"7 Macrae STREET, MAREEBA, QLD, 4880","Mareeba Garden Settlement, 7 Macrae St, Mareeba QLD 4880, Australia",64,64
Woodlands Aged Care and NDIS Services,Woodlands Aged Care and NDIS Services,"34 Free STREET, NEWMARKET, QLD, 4051","34 Free St, Newmarket QLD 4051, Australia",64,64
Southern Cross Care Edens Landing - Connolly Court,Southern Cross Care Edens Landing - Connolly Court,"20-24 Loane DRIVE, EDENS LANDING, QLD, 4207","Southern Cross Retire Vlg, 20-24 Loane Dr, Edens Landing QLD 4207, Australia",64,64
Ozcare Magdalene Villa Aged Care Facility,Ozcare Magdalene Villa Aged Care Facility,"9 STONE RIVER ROAD, TREBONNE, QLD, 4850","9 Stone River Rd, Trebonne QLD 4850, Australia",64,64
Eldercare Trowbridge House,Eldercare Trowbridge House,"9 LUHRS ROAD, PAYNEHAM SOUTH, SA, 5070","9 Luhrs Rd, Payneham South SA 5070, Australia",64,64
Torrens Valley Aged Care,Torrens Valley Aged Care,"2 ALBERT STREET, GUMERACHA, SA, 5233","2 Albert St, Gumeracha SA 5233, Australia",64,64
James Brown Care Centre,Amana Living James Brown Care Centre,"171 Albert STREET, OSBORNE PARK, WA, 6017","James Brown House, 171 Albert St, Osborne Park WA 6017, Australia",64,64
ValleyView Residence,ValleyView Residence,"3-5 Vernon STREET, COLLIE, WA, 6225","3 to 5 Vernon St, Collie WA 6225, Australia",64,64
Juniper Sarah Hardey,Juniper Sarah Hardey,"222 Cammillo ROAD, KELMSCOTT, WA, 6111","222 Cammillo Rd, Kelmscott WA 6111, Australia",64,64
Brightwater The Village,Brightwater The Village,"150 Dundas ROAD, INGLEWOOD, WA, 6052","150 Dundas Rd, Inglewood WA 6052, Australia",64,64
Bupa Mosman,Bupa Mosman,"18 Bardwell ROAD, MOSMAN, NSW, 2088","Amity at Mosman, 18 Bardwell Rd, Mosman NSW 2088, Australia",64,64
Montana Aged Care Facility,Montana Aged Care Facility,"36-38 Harbour STREET, MOSMAN, NSW, 2088","36 Harbour St, Mosman NSW 2088, Australia",64,64
John Edmondson VC Gardens,John Edmondson VC Gardens,"120-130 Tenth AVENUE, AUSTRAL, NSW, 2179","130 Tenth Ave, Austral NSW 2179, Australia",64,64
Southern Cross Care St Catherine's Residential Aged Care,Southern Cross Care St Catherine's Residential Age,"126 North STREET, GRAFTON, NSW, 2460","Southern Cross Home, 126 North St, Grafton NSW 2460, Australia",63,63
Anglican Care McIntosh Court,Anglican Care McIntosh Court,"Toronto ROAD, BOORAGUL, NSW, 2284","Toronto Rd, Booragul NSW 2284, Australia",63,63
RFBI West Wyalong Masonic Village,RFBI West Wyalong Masonic Village,"64 UNGARIE ROAD, WEST WYALONG, NSW, 2671","Waratah Village, 64 Ungarie Rd, West Wyalong NSW 2671, Australia",63,63
Uniting Bankstown,Uniting Bankstown,"41 Meredith STREET, BANKSTOWN, NSW, 2200","41 Meredith St, Bankstown NSW 2200, Australia",63,63
Uniting Ronald Coleman Lodge Woollahra,Uniting Ronald Coleman Lodge Woollahra,"88 Wallis STREET, WOOLLAHRA, NSW, 2025","88 Wallis St, Woollahra NSW 2025, Australia",63,63
Uniting Abrina Ashfield,Uniting Abrina Ashfield,"19 Victoria STREET, ASHFIELD, NSW, 2131","19 Victoria St, Ashfield NSW 2131, Australia",63,63
Goondee Aged Care Home,Goondee Aged Care Home,"13 Jersey ROAD, STRATHFIELD, NSW, 2135","13 Jersey Rd, Strathfield NSW 2135, Australia",63,63
Vaucluse Nursing Home,Vaucluse Nursing Home,"13 Young STREET, VAUCLUSE, NSW, 2030","13 Young St, Vaucluse NSW 2030, Australia",63,63
Shoalhaven Place Care Community,Shoalhaven Place Care Community,"43 Brinawarr STREET, BOMADERRY, NSW, 2541","43 Brinawarr St, Bomaderry NSW 2541, Australia",63,63
Doutta Galla Woornack Aged Care Facility,Doutta Galla Woornack Aged Care Facility,"6-8 Killara STREET, SUNSHINE WEST, VIC, 3020","6-8 Killara St, Sunshine VIC 3020, Australia",63,63
St Vincent's Care Services Eltham - Eltham Lodge,St Vincent's Care Services Eltham - Eltham Lodge,"43 Diamond STREET, ELTHAM, VIC, 3095","Eltham Retirement Centre, 43 Diamond St, Eltham VIC 3095, Australia",63,63
Meadow Heights Care Community,Meadow Heights Care Community,"90 Lightwood CRESCENT, MEADOW HEIGHTS, VIC, 3048","90 Lightwood Cres, Meadow Heights VIC 3048, Australia",63,63
Macleod Roshana Care,Macleod Roshana Care,"120 Somers AVENUE, MACLEOD, VIC, 3085","114 Somers Ave, Macleod VIC 3085, Australia",63,63
Redcliffe Aged Care Service,Redcliffe Aged Care Service,"39 Baringa STREET, CLONTARF, QLD, 4019","39 Baringa St, Clontarf QLD 4019, Australia",63,63
Clayton Church Homes - Prospect,Prospect Residences,"156 Main ROAD, PROSPECT, SA, 5082","156 Main N Rd, Prospect SA 5082, Australia",63,63
